symbol,candidate_index,name,selected,score,signal_threshold,stop_loss_pct,take_profit_pct,cooldown_minutes,min_position_hold_bars,flat_signal_exit_grace_bars,label_threshold,label_lookahead,label_mode,probability_inverted,round_selection_gate_passed,round_selection_reject_reason,threshold_source,decision_threshold,threshold_calibration_score,threshold_calibration_pnl,threshold_calibration_trades,threshold_diagnostic_best_threshold,threshold_diagnostic_best_score,threshold_diagnostic_best_pnl,threshold_diagnostic_best_trades,selection_realized_pnl,selection_closed_trades,selection_max_drawdown,selection_win_rate,selection_total_fees,selection_profit_factor,selection_expectancy,selection_edge_vs_buy_hold,selection_trades_per_day_cap_hit,selection_regime_entry_skips,selection_meta_label_skips,selection_liquidation_events,selection_reject_reason
BTCUSDT,1,default,True,0.0,0.66,0.01,0.022,15,0,0,0.0015,8,forward_return,False,False,realized_pnl<=0.0; market_edge_pct<0.002,round_selection_rejected_best_threshold_diagnostic,0.5375,-1.052454486287661,-0.5062505580032166,1,0.5375,-1.052454486287661,-0.5062505580032166,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.3202111781769656,0,718,0,0,realized_pnl<=0.0; market_edge_pct<0.002
BTCUSDT,2,intraday_micro_triple_barrier,False,0.0,0.5800000000000001,0.0025,0.0035199999999999997,2,2,2,0.0015,3,triple_barrier,False,False,realized_pnl<=0.0; market_edge_pct<0.002,round_selection_rejected_best_threshold_diagnostic,0.525,-1.136516363405168,-0.5482835984241774,1,0.525,-1.136516363405168,-0.5482835984241774,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.3226981584227713,0,615,0,0,realized_pnl<=0.0; market_edge_pct<0.002
BTCUSDT,3,intraday_activity_triple_barrier,False,0.0,0.56,0.0012,0.0022,0,1,1,0.0015,2,triple_barrier,False,False,realized_pnl<=0.0; market_edge_pct<0.002,round_selection_rejected_best_threshold_diagnostic,0.5125,-15.998423157153765,-7.740502888703304,13,0.5125,-15.998423157153765,-7.740502888703304,13,0.0,0,0.0,0.0,0.0,0.0,0.0,1.3226981584227713,0,323,0,0,realized_pnl<=0.0; market_edge_pct<0.002
ETHUSDT,1,default,False,0.0,0.66,0.01,0.022,15,0,0,0.0015,8,forward_return,False,False,realized_pnl<=0.0; edge_vs_buy_hold<0.0; market_edge_pct<0.002,round_selection_rejected_best_threshold_diagnostic,0.5375,-1.2786089945809607,-0.6193334668607804,1,0.5375,-1.2786089945809607,-0.6193334668607804,1,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.6004658299650987,0,409,0,0,realized_pnl<=0.0; edge_vs_buy_hold<0.0; market_edge_pct<0.002
ETHUSDT,2,intraday_micro_triple_barrier,True,0.0,0.5800000000000001,0.0025,0.0035199999999999997,2,2,2,0.0015,3,triple_barrier,False,False,realized_pnl<=0.0; edge_vs_buy_hold<0.0; market_edge_pct<0.002,round_selection_rejected_best_threshold_diagnostic,0.5375,-1.2546984214485386,-0.607377582440563,1,0.5375,-1.2546984214485386,-0.607377582440563,1,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.517476304932028,0,771,0,0,realized_pnl<=0.0; edge_vs_buy_hold<0.0; market_edge_pct<0.002
ETHUSDT,3,intraday_activity_triple_barrier,False,0.0,0.56,0.0012,0.0022,0,1,1,0.0015,2,triple_barrier,False,False,realized_pnl<=0.0; edge_vs_buy_hold<0.0; market_edge_pct<0.002,round_selection_rejected_best_threshold_diagnostic,0.525,-8.639267876364457,-4.175436410985412,7,0.525,-8.639267876364457,-4.175436410985412,7,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.517476304932028,0,1239,0,0,realized_pnl<=0.0; edge_vs_buy_hold<0.0; market_edge_pct<0.002
SOLUSDT,1,default,False,0.0,0.66,0.01,0.022,15,0,0,0.0015,8,forward_return,False,False,realized_pnl<=0.0; market_edge_pct<0.002,round_selection_rejected_best_threshold_diagnostic,0.5625,-1.2825728020447378,-0.6213154697027221,1,0.5625,-1.2825728020447378,-0.6213154697027221,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.30273329833317,0,2973,0,0,realized_pnl<=0.0; market_edge_pct<0.002
SOLUSDT,2,intraday_micro_triple_barrier,True,0.000856554108420263,0.5800000000000001,0.0025,0.0035199999999999997,2,2,2,0.0015,3,triple_barrier,True,False,realized_pnl<=0.0; market_edge_pct<0.002; profit_factor<1.1; expectancy<=0.0,round_selection_rejected_best_threshold_diagnostic,0.6125,-1.267409196555969,-0.6137332878113284,1,0.6125,-1.267409196555969,-0.6137332878113284,1,-0.579582259560425,1,0.000579582259560425,0.0,0.04005395283067298,0.0,-0.5795822595604456,0.7196771674459694,0,25524,0,0,realized_pnl<=0.0; market_edge_pct<0.002; profit_factor<1.1; expectancy<=0.0
SOLUSDT,3,intraday_activity_triple_barrier,False,-0.028973370982835606,0.56,0.0012,0.0022,0,1,1,0.0015,2,triple_barrier,False,False,realized_pnl<=0.0; edge_vs_buy_hold<0.0; market_edge_pct<0.002; profit_factor<1.1; expectancy<=0.0; max_consecutive_losses>3,round_selection_rejected_best_threshold_diagnostic,0.625,-1.2350664130520745,-0.59756108736849,1,0.625,-1.2350664130520745,-0.59756108736849,1,-14.243342745708901,24,0.014243342745708902,0.0,0.9521026202419912,0.0,-0.5934726144045216,-12.944083318702507,8,36286,0,0,realized_pnl<=0.0; edge_vs_buy_hold<0.0; market_edge_pct<0.002; profit_factor<1.1; expectancy<=0.0; max_consecutive_losses>3
